(((((SPY)))))Thu Oct 29 22:19:12 2009:Kaguya, Argon spied Boss(NPC)
(((((edit)))))Sun Mar 10 19:02:15 2013: Iwazuka, Sasuna edited Iwazuka, Sasuna's "HandsealsMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Tue Mar 12 19:00:23 2013: Uchah, Sasnan(CobraT1337) created <i>/obj/BuyableThings/Supplies/Paper</i>
(((((edit)))))Tue Mar 12 19:00:30 2013:Uchah, Sasnan ()(CobraT1337) started editing Uchah, Sasnan ()(CobraT1337)
(((((edit)))))Tue Mar 12 19:02:03 2013:Uchah, Sasnan ()(CobraT1337) started editing Person Explosive
(((((edit)))))Wed Mar 13 19:00:09 2013:Uchah, Sasnan (127.0.0.1)(CobraT1337) started editing Uchah, Sasnan (127.0.0.1)(CobraT1337)
(((((edit)))))Wed Mar 13 19:00:09 2013: Uchah, Sasnan edited Uchah, Sasnan's "Trait" from "Speedy" to "Obese"
(((((edit)))))Wed Mar 13 19:00:09 2013:Uchah, Sasnan (127.0.0.1)(CobraT1337) started editing Uchah, Sasnan (127.0.0.1)(CobraT1337)
(((((edit)))))Wed Mar 13 19:00:09 2013: Uchah, Sasnan edited Uchah, Sasnan's "HandsealSpeed" from <i>45</i> to <i>30</i>
(((((edit)))))Wed Mar 13 19:00:11 2013:Uchah, Sasnan (127.0.0.1)(CobraT1337) started editing Uchah, Sasnan (127.0.0.1)(CobraT1337)
(((((edit)))))Wed Mar 13 19:00:11 2013: Uchah, Sasnan edited Uchah, Sasnan's "WindChakra" from <i>0</i> to <i>20</i>
(((((edit)))))Wed Mar 13 19:00:11 2013:Uchah, Sasnan (127.0.0.1)(CobraT1337) started editing Uchah, Sasnan (127.0.0.1)(CobraT1337)
(((((edit)))))Wed Mar 13 19:00:37 2013:Uchah, Sasnan (127.0.0.1)(CobraT1337) started editing Uchah, Sasnan (127.0.0.1)(CobraT1337)
(((((edit)))))Wed Mar 13 19:00:37 2013: Uchah, Sasnan(CobraT1337) created <i>/obj/BuyableThings/Supplies/Clay</i>
(((((edit)))))Wed Mar 13 19:00:37 2013: Uchah, Sasnan(CobraT1337) created <i>/obj/BuyableThings/Supplies/Clay</i>
(((((edit)))))Wed Mar 13 19:00:37 2013: Uchah, Sasnan(CobraT1337) created <i>/obj/BuyableThings/Supplies/Clay</i>
(((((edit)))))Wed Mar 13 19:00:38 2013: Uchah, Sasnan(CobraT1337) created <i>/obj/Iwazuka_GrassHopper</i>
(((((edit)))))Wed Mar 13 19:00:46 2013:Uchah, Sasnan ()(CobraT1337) started editing Uchah, Sasnan ()(CobraT1337)
(((((edit)))))Wed Mar 13 19:00:46 2013: Uchah, Sasnan edited Uchah, Sasnan's "ShadowStrength" from <i>0.1</i> to <i>20</i>
(((((edit)))))Wed Mar 13 19:00:47 2013:Uchah, Sasnan ()(CobraT1337) started editing Uchah, Sasnan ()(CobraT1337)
(((((edit)))))Wed Mar 13 19:00:47 2013: Uchah, Sasnan edited Uchah, Sasnan's "ShadowMastery" from <i>0</i> to <i>20</i>
(((((edit)))))Wed Mar 13 19:00:49 2013:Uchah, Sasnan ()(CobraT1337) started editing Uchah, Sasnan ()(CobraT1337)
(((((edit)))))Wed Mar 13 19:00:49 2013: Uchah, Sasnan edited Uchah, Sasnan's "firing" from <i>1</i> to <i>0</i>
(((((edit)))))Wed Mar 13 19:01:51 2013:Uchah, Sasnan ()(CobraT1337) started editing Uchah, Sasnan ()(CobraT1337)
(((((edit)))))Wed Mar 13 19:01:51 2013: Uchah, Sasnan edited Uchah, Sasnan's "firing" from <i>1</i> to <i>0</i>
(((((edit)))))Wed Mar 13 19:01:54 2013:Uchah, Sasnan ()(CobraT1337) started editing Uchah, Sasnan ()(CobraT1337)
(((((edit)))))Wed Mar 13 19:02:17 2013:Uchah, Sasnan ()(CobraT1337) started editing Uchah, Sasnan ()(CobraT1337)
(((((edit)))))Thu Mar 14 19:00:26 2013:Hyuuga, sasna (127.0.0.1)(XXSharingan123XX) started editing Hyuuga, sasna (127.0.0.1)(XXSharingan123XX)
(((((edit)))))Thu Mar 14 19:00:26 2013: Hyuuga, sasna edited Hyuuga, sasna's "HandsealsMastery" from <i>0</i> to <i>3</i>
(((((edit)))))Thu Mar 14 19:00:29 2013:Hyuuga, sasna (127.0.0.1)(XXSharingan123XX) started editing Hyuuga, sasna (127.0.0.1)(XXSharingan123XX)
(((((edit)))))Thu Mar 14 19:00:31 2013:Uchah, Sasnan (127.0.0.1)(CobraT1337) started editing Hyuuga, sasna (127.0.0.1)(XXSharingan123XX)
(((((edit)))))Thu Mar 14 19:00:31 2013:Uchah, Sasnan (127.0.0.1)(CobraT1337) started editing Hyuuga, sasna (127.0.0.1)(XXSharingan123XX)
(((((edit)))))Mon Mar 18 19:00:20 2013:Uchah, Sasnan ()(CobraT1337) started editing Uchah, Sasnan ()(CobraT1337)
(((((edit)))))Mon Mar 18 19:00:20 2013: Uchah, Sasnan edited Uchah, Sasnan's "LifeGate" from <i>0</i> to <i>1</i>
(((((edit)))))Mon Mar 18 19:00:20 2013: Uchah, Sasnan edited Uchah, Sasnan's "WoundGate" from <i>0</i> to <i>1</i>
(((((edit)))))Sat Mar 23 19:02:04 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Sat Mar 23 19:02:04 2013: Uchiha, Chosen edited Uchiha, Chosen's "WindChakra" from <i>0.01</i> to <i>20</i>
(((((edit)))))Sat Mar 23 19:02:04 2013: Uchiha, Chosen edited Uchiha, Chosen's "NinSkill" from <i>35</i> to <i>25</i>
(((((edit)))))Sat Mar 23 19:02:04 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Sat Mar 23 19:02:04 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Sat Mar 23 19:02:04 2013: Uchiha, Chosen edited Uchiha, Chosen's "Endurance" from <i>150</i> to <i>100</i>
(((((edit)))))Sat Mar 23 19:02:05 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Sat Mar 23 19:02:05 2013: Uchiha, Chosen edited Uchiha, Chosen's "MEndurance" from <i>150</i> to <i>100</i>
(((((edit)))))Sat Mar 23 19:02:05 2013: Uchiha, Chosen edited Uchiha, Chosen's "Endurance" from <i>125</i> to <i>100</i>
(((((edit)))))Sat Mar 23 19:02:05 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Sat Mar 23 19:02:05 2013: Uchiha, Chosen edited Uchiha, Chosen's "NinSkill" from <i>25</i> to <i>40</i>
(((((edit)))))Sat Mar 23 19:02:05 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Sat Mar 23 19:02:05 2013: Uchiha, Chosen edited Uchiha, Chosen's "nin" from <i>105</i> to <i>120</i>
(((((edit)))))Sun Mar 24 19:02:13 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Sun Mar 24 19:02:13 2013: Uchiha, Chosen edited Uchiha, Chosen's "chakra" from <i>9250</i> to <i>4256</i>
(((((edit)))))Tue Apr 02 19:00:05 2013: Uchiha, Chosen(CobraT1337) created <i>/obj/BuyableThings/Supplies/Wires</i>
(((((edit)))))Tue Apr 02 19:00:17 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Tue Apr 02 19:00:17 2013: Uchiha, Chosen edited Uchiha, Chosen's "TaijutsuStyle" from "Quick Fist" to "Jyuken"
(((((edit)))))Tue Apr 02 19:00:18 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Tue Apr 02 19:00:28 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Tue Apr 02 19:00:28 2013: Uchiha, Chosen edited Uchiha, Chosen's "TaijutsuStyle" from "Jyuken" to "Basic"
(((((edit)))))Thu Apr 04 19:00:33 2013:Uchiha, Chosen ()(CobraT1337) started editing Uchiha, Chosen ()(CobraT1337)
(((((edit)))))Thu Apr 04 19:00:33 2013: Uchiha, Chosen edited Uchiha, Chosen's "Age" from <i>47</i> to <i>12</i>
(((((edit)))))Thu Apr 04 19:00:33 2013: Uchiha, Chosen edited Uchiha, Chosen's "Trait" from "Speedy" to """"
(((((edit)))))Thu Apr 04 19:00:33 2013: Uchiha, Chosen edited Uchiha, Chosen's "AgeEXP" from <i>13477</i> to <i>35000</i>
(((((edit)))))Thu Apr 04 19:01:21 2013: Uchiha, Chosen(CobraT1337) created <i>/obj/ObjectTurfs</i>
(((((edit)))))Wed May 01 20:00:32 2013:Nara, Argon ()(DemonicK) started editing Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:00:32 2013:Nara, Argon ()(DemonicK) started editing Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:00:32 2013:Nara, Argon ()(DemonicK) started editing Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:03 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:03 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:04 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:04 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:04 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:04 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:04 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:04 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:04 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:04 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:17 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:17 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:19 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:19 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:19 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 01 20:01:19 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Mon May 06 20:01:38 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Mon May 06 20:01:38 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 08 20:01:50 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 08 20:01:50 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Wed May 08 20:01:50 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Tue May 14 20:01:14 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Tue May 14 20:01:15 2013:Nara, Argon ()(DemonicK) edited Nara, Argon ()(DemonicK)
(((((edit)))))Tue May 14 20:01:15 2013: Nara, Argon edited Fuuinjutsu: Mind Control Jutsu's "Delay" from <i>1</i> to <i>0</i>
(((((edit)))))Wed May 15 20:01:46 2013:??? ()(DemonicK) edited ??? ()(DemonicK)
(((((edit)))))Wed May 15 20:01:46 2013:??? ()(DemonicK) edited ??? ()(DemonicK)
(((((edit)))))Mon Jun 03 19:00:16 2013: Uchiha, Chosen edited Uchiha, Chosen's "Subscriber" from <i>1</i> to <i>0</i>
(((((edit)))))Tue Jun 04 19:02:21 2013: Uchiha, Chosen edited Exploding Tag's "ammount" from <i>0</i> to <i>50</i>
(((((edit)))))Tue Jun 04 19:02:21 2013: Uchiha, Chosen edited Exploding Tag's "ammount" from <i>50</i> to <i>25</i>
(((((edit)))))Tue Jun 04 19:02:22 2013: Uchiha, Chosen edited Exploding Tag's "ammount" from <i>25</i> to <i>45</i>
(((((edit)))))Thu Jun 20 19:00:03 2013: Uchiha, Chosen edited Uchiha, Chosen's "CalloftheSwamp" from <i>0</i> to <i>2</i>
(((((edit)))))Thu Jun 20 19:00:14 2013: Uchiha, Chosen edited Grand Dragon Fire's "Uses" from <i>504</i> to <i>5000</i>
(((((edit)))))Thu Jun 20 19:00:14 2013: Uchiha, Chosen edited Uchiha, Chosen's "DragonTamer" from <i>2</i> to <i>3</i>
(((((edit)))))Fri Jun 21 19:00:05 2013: Uchiha, Chosen edited Uchiha, Chosen's "CalloftheSwamp" from <i>2</i> to <i>3</i>
(((((edit)))))Fri Jun 21 19:00:05 2013: Uchiha, Chosen edited Uchiha, Chosen's "CalloftheSwamp" from <i>3</i> to <i>2</i>
(((((edit)))))Fri Jun 21 19:00:06 2013: Uchiha, Chosen edited Uchiha, Chosen's "NinjutsuMastery" from <i>10</i> to <i>1000</i>
(((((edit)))))Fri Jun 21 19:00:06 2013: Uchiha, Chosen edited Swamp of the Underworld's "Delay" from <i>1</i> to <i>0</i>
(((((edit)))))Fri Jun 21 19:00:06 2013: Uchiha, Chosen edited Uchiha, Chosen's "CalloftheSwamp" from <i>2</i> to <i>3</i>
(((((edit)))))Fri Jun 21 19:00:06 2013: Uchiha, Chosen edited Uchiha, Chosen's "CalloftheSwamp" from <i>3</i> to <i>4</i>
(((((edit)))))Mon Jun 24 19:00:03 2013: Uchiha, Chosen edited Grand Dragon Fire's "Uses" from <i>5002</i> to <i>300</i>
(((((edit)))))Mon Jun 24 19:00:03 2013: Uchiha, Chosen edited Grand Dragon Fire's "Uses" from <i>301</i> to <i>1200</i>
(((((edit)))))Mon Jun 24 19:00:04 2013: Uchiha, Chosen edited Grand Dragon Fire's "Uses" from <i>5001</i> to <i>200</i>
(((((edit)))))Mon Jun 24 19:00:06 2013: Uchiha, Chosen edited Uchiha, Chosen's "FirstArenaWin" from <i>1</i> to <i>0</i>
(((((edit)))))Mon Jun 24 19:00:07 2013: Uchiha, Chosen edited Uchiha, Chosen's "FirstArenaWin" from <i>1</i> to <i>0</i>
(((((edit)))))Mon Jun 24 19:00:08 2013: Uchiha, Chosen edited Uchiha, Chosen's "FirstArenaWin" from <i>1</i> to <i>0</i>
(((((edit)))))Mon Nov 03 22:00:11 2014: Iwazuka, Luu Halls edited Iwazuka, Luu Halls's "Yen" from <i>5000</i> to <i>2.5e+023</i>
(((((edit)))))Mon Nov 03 22:01:35 2014: Momochi, Luu Halls edited Momochi, Luu Halls's "Age" from <i>10</i> to <i>20</i>
(((((edit)))))Mon Nov 03 22:01:38 2014: Momochi, Luu Halls edited Kusakin, Kuro's "ElementalPoints" from <i>33</i> to <i>150</i>
(((((edit)))))Mon Nov 03 22:01:39 2014: Momochi, Luu Halls edited Kusakin, Kuro's "PrevChakraAmount" from <i>2675</i> to <i>8000</i>
(((((edit)))))Mon Nov 03 22:01:39 2014: Momochi, Luu Halls edited Kusakin, Kuro's "PrevChakraResAmount" from <i>9900</i> to <i>25000</i>
(((((edit)))))Mon Nov 03 22:02:07 2014: Momochi, Luu Halls edited Saru, Vongore's "Age" from <i>10</i> to <i>20</i>
(((((SPY)))))Mon Nov 03 22:02:08 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:09 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:09 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:09 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:09 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:09 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:09 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:09 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:11 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:11 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:11 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((SPY)))))Mon Nov 03 22:02:11 2014:Momochi, Luu Halls (3864720729 127.0.0.1) spied Saru, Vongore
(((((edit)))))Tue Nov 04 22:01:36 2014: Momochi, Luu Halls edited Momochi, Luu Halls's "WindChakra" from <i>20</i> to <i>50000</i>
(((((edit)))))Tue Nov 04 22:01:37 2014: Momochi, Luu Halls edited Momochi, Luu Halls's "NinSkill" from <i>5</i> to <i>40</i>
(((((edit)))))Tue Nov 04 22:01:37 2014: Momochi, Luu Halls edited Momochi, Luu Halls's "ElementalCapacity" from <i>5</i> to <i>50</i>
(((((edit)))))Tue Nov 04 22:01:37 2014: Momochi, Luu Halls edited Momochi, Luu Halls's "ElementalCapacity" from <i>50</i> to <i>50</i>
(((((edit)))))Tue Nov 04 22:01:37 2014: Momochi, Luu Halls edited Momochi, Luu Halls's "SoulCap" from <i>25</i> to <i>100</i>
(((((edit)))))Tue Nov 04 22:01:37 2014: Momochi, Luu Halls edited Momochi, Luu Halls's "nin" from <i>15</i> to <i>150</i>
(((((edit)))))Tue Nov 04 22:01:37 2014: Momochi, Luu Halls edited Momochi, Luu Halls's "tai" from <i>120</i> to <i>2500</i>
(((((edit)))))Sun Nov 09 22:01:45 2014: Aburame, luu edited Aburame, luu's "oname" from "Aburame, luu" to "Aburame, luu' corpse"
(((((edit)))))Sun Nov 09 22:01:45 2014: Aburame, luu edited Aburame, luu's "oname" from "Aburame, luu' corpse" to "Aburame, luu' corpse"
(((((edit)))))Sun Nov 09 22:01:45 2014: Aburame, luu edited Aburame, luu's "victim" from "Aburame, luu" to "Aburame, luu' corpse"
(((((edit)))))Sat Nov 15 22:01:53 2014: Uchiha, Luu Halls edited Uchiha, Luu Halls's "Age" from <i>10</i> to <i>20</i>
(((((edit)))))Sat Nov 15 22:02:05 2014: Momochi, Luu Halls edited Momochi, Luu Halls's "Age" from <i>10</i> to <i>25</i>
(((((edit)))))Mon Nov 24 22:02:09 2014: Satou, Luu Halls edited Satou, Luu Halls's "Drunk" from <i>0.1</i> to <i>10</i>
(((((edit)))))Mon Nov 24 22:02:09 2014: Satou, Luu Halls edited Satou, Luu Halls's "Shield" from <i>0</i> to <i>5</i>
(((((edit)))))Mon Nov 24 22:02:09 2014: Satou, Luu Halls edited Satou, Luu Halls's "LostBuzz" from <i>0</i> to <i>10</i>
(((((edit)))))Tue Nov 25 22:01:52 2014: Satou, Luu Halls edited Satou, Luu Halls's "Age" from <i>10</i> to <i>20</i>
(((((edit)))))Tue Nov 25 22:01:53 2014: Satou, Luu Halls edited Satou, Luu Halls's "NinSkill" from <i>35</i> to <i>40</i>
(((((edit)))))Thu Dec 11 22:00:18 2014: Kusakin, Luu Halls edited Kusakin, Luu Halls's "Yen" from <i>0</i> to <i>1.5e+006</i>
(((((edit)))))Sun May 03 21:01:42 2015: Shiroi, DASD edited Shiroi, DASD's "Yen" from <i>1000</i> to <i>10000</i>
(((((edit)))))Sun May 03 21:01:42 2015: Shiroi, DASD edited Shiroi, DASD's "Yen" from <i>10000</i> to <i>2.12121e+012</i>
(((((edit)))))Mon May 04 21:02:12 2015: Ningyo, Editado edited Ningyo, Editado's "Yen" from <i>5000</i> to <i>1e+006</i>
(((((edit)))))Mon May 04 21:02:12 2015: Ningyo, Editado edited Ningyo, Editado's "NinjutsuKnowledge" from <i>250</i> to <i>13333</i>
(((((edit)))))Mon May 04 21:02:16 2015: Ningyo, Editado edited Ningyo, Editado's "GenSkill" from <i>5</i> to <i>40</i>
(((((edit)))))Mon May 04 21:02:16 2015: Ningyo, Editado edited Ningyo, Editado's "TaiSkill" from <i>5</i> to <i>40</i>
(((((edit)))))Mon May 04 21:02:16 2015: Ningyo, Editado edited Ningyo, Editado's "TaiSkill" from <i>40</i> to <i>40</i>
(((((edit)))))Tue May 05 21:01:38 2015: Ningyo, Math edited Ningyo, Math's "NinjutsuKnowledge" from <i>250</i> to <i>25000</i>
(((((edit)))))Tue May 05 21:01:39 2015: Ningyo, Math edited Ningyo, Math's "NinjutsuKnowledge" from <i>25000</i> to <i>5000</i>
(((((edit)))))Tue May 05 21:01:39 2015: Ningyo, Math edited Kyoumou, Setsu's "NinjutsuKnowledge" from <i>250</i> to <i>5000</i>
(((((edit)))))Tue May 05 21:01:39 2015: Ningyo, Math edited Ningyo, Math's "NinjutsuKnowledge" from <i>250</i> to <i>5000</i>
(((((edit)))))Tue May 05 21:01:40 2015: Ningyo, Math edited Shiroi, Setsu's "NinjutsuKnowledge" from <i>607</i> to <i>5000</i>
(((((edit)))))Tue May 05 21:01:40 2015: Ningyo, Math edited Uchiha, Setsu's "NinjutsuKnowledge" from <i>250</i> to <i>5000</i>
(((((edit)))))Tue May 05 21:01:40 2015: Ningyo, Math edited Uchiha, Wipe's "NinjutsuKnowledge" from <i>250</i> to <i>2399</i>
(((((edit)))))Tue May 05 21:01:40 2015: Ningyo, Math edited Ningyo, Math's "Yen" from <i>5000</i> to <i>1e+007</i>
(((((edit)))))Tue May 05 21:01:42 2015: Ningyo, Math edited Ningyo, Kuroha's "Yen" from <i>5000</i> to <i>1e+007</i>
(((((edit)))))Wed May 06 21:02:06 2015: LAd, Olda edited LAd, Olda's "NinjutsuKnowledge" from <i>250</i> to <i>1.11111e+013</i>
(((((edit)))))Thu Oct 20 22:02:01 2016:Yogan, Luui (127.0.0.1)(Lui12) edited Yogan, Luui (127.0.0.1)(Lui12)
